taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated	paired_fin
Sardinops ocellatus	1	?	1	?	1	0	3
Lissocampus runa	?	0	?	0	0	1	2
Nothobranchius ugandensis	1	?	2	?	1	0	3
Parapercis kamoharai	1	?	2	?	1	0	3
Nannobrachium phyllisae	?	1	?	2	0	1	3
Pseudolaguvia muricata	1	?	2	?	1	0	3
Ichthyscopus insperatus	1	?	2	?	1	0	3
Istiblennius meleagris	1	?	1	?	1	0	3
Ophichthus kunaloa	?	0	?	0	0	1	2
Syngnathus typhle	?	0	?	0	0	1	2
Abalistes filamentosus	1	1	1	2	1	1	3
Ancistrus latifrons	1	?	2	?	1	0	3
Synodontis punctifer	1	?	2	?	1	0	3
Leptenchelys vermiformis	?	0	?	0	0	1	2
Nothobranchius orthonotus	1	?	2	?	1	0	3
Rineloricaria setepovos	1	?	2	?	1	0	3
Peprilus triacanthus	1	0	1	0	1	1	2
Crossoloricaria venezuelae	1	1	2	2	0	0	3
Eustomias teuthidopsis	?	1	?	1	0	1	3
Lagocephalus spadiceus	1	1	1	2	1	1	3
Parapercis albipinna	1	?	2	?	1	0	3
Hypsolebias trilineatus	1	?	1	?	1	0	3
Aphyosemion wildekampi	1	?	2	?	1	0	3
Clarias intermedius	1	?	1	?	1	0	3
Neosilurus ater	1	1	2	2	1	0	3
Venefica multiporosa	0	0	0	0	1	1	0
Corydoras steindachneri	1	?	2	?	1	0	3
Mystus bleekeri	1	?	2	?	1	0	3
Hydrocynus brevis	1	1	2	2	0	0	3
Schultzichthys bondi	1	?	1	?	1	0	3
Corydoras acutus	1	?	2	?	0	0	3
Trachurus murphyi	1	?	1	?	1	0	3
Leuropharus lasiops	?	0	?	0	0	1	2
Liparis grebnitzkii	1	?	1	?	1	0	3
Rineloricaria maacki	1	?	2	?	1	0	3
Paraliparis cephalus	1	0	1	0	1	1	2
Sternarchorhynchus inpai	1	0	1	0	1	1	2
Rhamdia nicaraguensis	1	?	2	?	1	0	3
Hemibagrus imbrifer	1	?	2	?	1	0	3
Pimelodella hartwelli	1	?	2	?	1	0	3
Cosmocampus banneri	?	0	?	0	0	1	2
Pimelodella howesi	1	?	2	?	1	0	3
Cyprinodon labiosus	1	?	1	?	1	0	3
Halosaurus ovenii	?	1	?	1	0	1	3
Scleromystax salmacis	1	?	2	?	1	0	3
Chasmodes bosquianus	1	?	1	?	1	0	3
Batasio travancoria	1	?	2	?	1	0	3
Ophichthus bonaparti	?	0	?	0	0	1	2
Lycodes microlepidotus	1	?	1	?	1	0	3
Gymnothorax obesus	0	0	0	0	1	1	0
Liparis bathyarcticus	1	?	1	?	1	0	3
Parauchenoglanis longiceps	1	1	2	2	0	0	3
Halieutopsis simula	1	?	2	?	1	0	3
Gambusia georgei	1	?	2	?	1	0	3
Hassar affinis	1	1	2	2	0	0	3
Corydoras albolineatus	1	?	2	?	1	0	3
Echiophis intertinctus	?	0	?	0	0	1	2
Hypostomus robinii	1	1	2	2	0	0	3
Cyprinodon tularosa	1	?	1	?	1	0	3
Optivus agastos	?	1	?	2	0	1	3
Atopochilus pachychilus	1	?	2	?	1	0	3
Sargocentron praslin	?	1	?	2	0	1	3
Nothobranchius jubbi	1	?	2	?	1	0	3
Albula vulpes	?	1	?	1	0	0	3
Pseudolais pleurotaenia	1	?	2	?	1	0	3
Clarias agboyiensis	1	?	1	?	1	0	3
Holtbyrnia macrops	1	?	1	?	1	0	3
Himantolophus macroceratoides	1	0	1	0	1	1	2
Cottus immaculatus	1	?	1	?	1	0	3
Melanostomias tentaculatus	?	1	?	1	0	1	3
Pseudoplatystoma punctifer	1	?	2	?	1	0	3
Astyanax erythropterus	1	?	2	?	1	0	3
Pimelodella pectinifer	1	?	2	?	1	0	3
Lamnostoma taylori	?	0	?	0	0	1	2
Catathyridium grandirivi	?	1	?	1	0	1	3
Paranotothenia dewitti	1	?	2	?	1	0	3
Apeltes quadracus	1	1	2	2	0	0	3
Corydoras filamentosus	1	?	2	?	1	0	3
Chiloglanis rukwaensis	1	?	2	?	1	0	3
Engyprosopon obliquioculatum	1	1	1	1	1	1	3
Sternarchorhynchus mesensis	1	0	1	0	1	1	2
Uranoscopus marisrubri	1	?	2	?	1	0	3
Cirripectes filamentosus	1	?	1	?	1	0	3
Paramonacanthus filicauda	1	0	1	0	1	1	2
Astroblepus chapmani	1	?	2	?	1	0	3
Anadoras regani	1	?	2	?	1	0	3
Syngnathus auliscus	?	0	?	0	0	1	2
Aplocheilichthys johnstoni	1	?	2	?	1	0	3
Paraliparis somovi	1	0	1	0	1	1	2
Paragalaxias eleotroides	1	1	1	2	1	1	3
Pseudoplesiops occidentalis	1	1	1	1	1	1	3
Neoniphon sammara	?	1	?	2	0	1	3
Panaqolus nocturnus	1	?	2	?	1	0	3
Eustomias vulgaris	?	1	?	1	0	1	3
Vanstraelenia chirophthalma	?	1	?	1	0	1	3
Pseudobagarius filifer	1	?	2	?	1	0	3
Pachycara alepidotum	1	?	1	?	1	0	3
Pseudorhombus oligodon	1	?	2	?	1	0	3
Cirripectes alleni	1	?	1	?	1	0	3
Brycinus derhami	1	1	2	2	0	0	3
Neoarius leptaspis	1	1	2	2	0	0	3
Pterocryptis bokorensis	1	?	1	?	1	0	3
Leptoscopus macropygus	1	?	2	?	1	0	3
Diaphus problematicus	?	1	?	2	0	1	3
Parablennius sanguinolentus	1	?	1	?	1	0	3
Oligosarcus argenteus	1	?	2	?	0	0	3
Notropis blennius	1	1	2	2	0	0	3
Hypostomus hemicochliodon	1	1	2	2	0	0	3
Gnathophis nasutus	?	0	?	0	0	1	2
Hara longissima	1	?	2	?	1	0	3
Anampses neoguinaicus	1	?	1	?	1	0	3
Gymnothorax davidsmithi	0	0	0	0	1	1	0
Aiakas zinorum	1	?	1	?	1	0	3
Pimelodus blochii	1	1	2	2	0	0	3
Pseudochromis pictus	1	1	1	1	1	1	3
Spirinchus starksi	1	?	2	?	1	0	3
Batasio feruminatus	1	?	2	?	1	0	3
Oneirodes micronema	1	0	1	0	1	1	2
Paraliparis edwardsi	1	0	1	0	1	1	2
Lupinoblennius vinctus	1	?	1	?	1	0	3
Astroblepus peruanus	1	?	2	?	1	0	3
Sladenia shaefersi	1	?	2	?	1	0	3
Pangasius conchophilus	1	?	2	?	1	0	3
Synodontis njassae	1	1	2	2	0	0	3
Creedia haswelli	1	?	1	?	1	0	3
Cichlasoma trimaculatum	?	1	?	2	0	0	3
Olivaichthys cuyanus	1	?	2	?	1	0	3
Chirolophis decoratus	1	?	1	?	1	0	3
Bathophilus proximus	?	1	?	1	0	1	3
Lubbockichthys tanakai	1	1	1	1	1	1	3
Neostethus zamboangae	1	?	1	?	1	0	3
Pseudochromis aureolineatus	1	1	1	1	1	1	3
Notothenia angustata	1	?	2	?	1	0	3
Austrolebias viarius	1	?	1	?	1	0	3
Halichoeres nebulosus	1	?	1	?	1	0	3
Chiasmodon braueri	1	?	2	?	1	0	3
Soldatovia polyactocephala	1	?	1	?	1	0	3
Leptoancistrus canensis	1	1	2	2	0	0	3
Astroblepus vanceae	1	?	2	?	1	0	3
Sardina pilchardus	1	1	1	1	1	0	3
Bryozoichthys lysimus	1	?	1	?	1	0	3
Ctenochaetus marginatus	1	1	1	1	1	1	3
Eubalichthys caeruleoguttatus	1	0	1	0	1	1	2
Tachysurus sinensis	1	?	2	?	1	0	3
Omobranchus fasciolatus	1	?	1	?	1	0	3
Lacustricola kongoranensis	1	?	2	?	1	0	3
Diaphus burtoni	?	1	?	2	0	1	3
Suezichthys soelae	1	?	1	?	1	0	3
Diaphus megalops	?	1	?	2	0	1	3
Pseudochromis lugubris	1	1	1	1	1	1	3
Entomacrodus textilis	1	?	1	?	1	0	3
Cottus spinulosus	1	?	1	?	1	0	3
Hemiancistrus megalopteryx	1	?	2	?	1	0	3
Clarias meladerma	1	1	1	2	1	0	3
Istiblennius bellus	1	?	1	?	1	0	3
Decapterus russelli	1	?	1	?	1	0	3
Lycenchelys scaurus	1	?	1	?	1	0	3
Pseudostegophilus haemomyzon	1	?	1	?	1	0	3
Chrosomus cumberlandensis	1	1	2	2	0	0	3
Cynolebias gilbertoi	1	?	1	?	1	0	3
Dysomma goslinei	?	0	?	0	0	1	2
Platysilurus mucosus	1	1	2	2	1	0	3
Spatuloricaria curvispina	1	?	2	?	1	0	3
Labracinus cyclophthalmus	1	1	1	1	1	1	3
Pythonichthys sanguineus	0	0	0	0	1	1	0
Filicampus tigris	?	0	?	0	0	1	2
Xiurenbagrus xiurenensis	1	?	2	?	0	0	3
Lepidotrigla macrobrachia	1	?	1	?	1	0	3
Icelus cataphractus	1	?	1	?	1	0	3
Odontostilbe fugitiva	?	1	?	2	0	0	3
Sorubim lima	1	1	2	2	0	0	3
Rhamdia schomburgkii	1	?	2	?	1	0	3
Lepidonotothen squamifrons	1	?	2	?	0	0	3
Xenentodon cancila	1	?	1	?	1	0	3
Microthrissa whiteheadi	1	?	1	?	1	0	3
Gymnotus varzea	1	0	1	0	1	1	2
Parahollardia lineata	1	1	2	1	0	0	3
Acromycter nezumi	?	0	?	0	0	1	2
Steindachneridion punctatum	1	?	2	?	1	0	3
Chiloglanis reticulatus	1	?	2	?	1	0	3
Steindachneridion melanodermatum	1	?	2	?	1	0	3
Hippocampus zosterae	?	0	?	0	0	1	2
Arnoglossus armstrongi	1	1	1	1	1	1	3
Pataecus fronto	1	0	1	0	1	1	2
Myrophis microchir	?	0	?	0	0	1	2
Parapercis compressa	1	?	2	?	1	0	3
Simpsonichthys macaubensis	1	?	1	?	1	0	3
Sphoeroides annulatus	1	1	1	2	1	1	3
Engyprosopon rostratum	1	1	1	1	1	1	3
Stlengis osensis	1	?	1	?	1	0	3
Trachurus indicus	1	?	1	?	1	0	3
Ophisternon infernale	0	0	0	0	0	0	0
Nototheniops tchizh	1	?	2	?	1	0	3
Triacanthodes anomalus	1	1	1	1	1	0	3
Pimelodella australis	1	1	2	2	0	0	3
Bathyuroconger vicinus	?	0	?	0	0	1	2
Blennodesmus scapularis	1	?	1	?	1	0	3
Pseudeutropius mitchelli	1	1	2	2	0	0	3
Nannobrachium isaacsi	?	1	?	2	0	1	3
Amanses scopas	1	0	1	0	1	1	2
Psettodes belcheri	1	1	2	2	1	1	3
Silurus aristotelis	1	?	2	?	0	0	3
Neostethus lankesteri	1	?	1	?	1	0	3
Petalichthys capensis	1	?	1	?	1	0	3
Cyprinus micristius	?	1	?	2	0	1	3
Gymnothorax berndti	0	0	0	0	1	1	0
Etrumeus micropus	1	?	1	?	1	0	3
Pimelodella roccae	1	?	2	?	1	0	3
Oreoglanis jingdongensis	1	?	2	?	1	0	3
Papiliolebias bitteri	1	?	1	?	1	0	3
Conger verreauxi	?	0	?	0	0	1	2
Elassoma gilberti	?	1	?	2	0	1	3
Trachelyopterus peloichthys	1	?	2	?	1	0	3
Oneirodes clarkei	1	0	1	0	1	1	2
Uranoscopus cadenati	1	?	2	?	1	0	3
Hemiancistrus megacephalus	1	1	2	2	0	0	3
Meiacanthus urostigma	1	?	1	?	1	0	3
Euristhmus sandrae	1	?	2	?	1	0	3
Artedidraco orianae	1	?	2	?	0	0	3
Dibranchus spongiosa	1	?	2	?	1	0	3
Pythonichthys macrurus	0	0	0	0	1	1	0
Cynopoecilus fulgens	1	?	1	?	1	0	3
Priapichthys panamensis	1	?	2	?	1	0	3
Parmops echinatus	?	1	?	2	0	1	3
Chitonotus pugetensis	1	?	1	?	1	0	3
Glyptothorax exodon	1	?	2	?	1	0	3
Halieutaea brevicauda	1	?	2	?	1	0	3
Choerodon cyanodus	1	?	1	?	1	0	3
Bathypterois longipes	1	1	2	2	0	0	3
Pantolabus radiatus	1	?	1	?	1	0	3
Cottus sibiricus	1	?	1	?	1	0	3
Cephalocassis manillensis	1	?	2	?	1	0	3
Pseudobalistes flavimarginatus	1	1	1	2	1	1	3
Pangasianodon hypophthalmus	1	1	2	2	0	0	3
Mystus montanus	1	1	2	2	0	0	3
Ecsenius monoculus	1	?	1	?	1	0	3
Parauchenoglanis punctatus	1	1	2	2	0	0	3
Parapercis banoni	1	?	2	?	1	0	3
Paraliparis charcoti	1	0	1	0	1	1	2
Eustomias deofamiliaris	?	1	?	1	0	1	3
Eustomias melanostigma	?	1	?	1	0	1	3
Catostomus santaanae	?	1	?	2	0	0	3
Austrofundulus guajira	1	?	1	?	1	0	3
Parapercis schauinslandii	1	?	2	?	1	0	3
Dalophis imberbis	?	0	?	0	0	1	2
Parapercis gilliesii	1	?	2	?	1	0	3
Photonectes achirus	?	1	?	1	0	1	3
Stethojulis strigiventer	1	?	1	?	1	0	3
Lithogenes villosus	1	1	2	2	0	0	3
Elops hawaiensis	1	1	2	1	0	0	3
Lepidotrigla alata	1	?	1	?	1	0	3
Harpadon erythraeus	?	1	?	2	0	1	3
Antennarius maculatus	1	1	1	1	1	1	3
Careproctus rotundifrons	1	?	1	?	1	0	3
Corydoras adolfoi	1	?	2	?	1	0	3
Halimuraena shakai	1	?	1	?	1	0	3
Corydoras amphibelus	1	?	2	?	1	0	3
Trichomycterus aguarague	1	?	1	?	1	0	3
Bothrocara soldatovi	1	?	1	?	1	0	3
Chaunax latipunctatus	1	?	2	?	1	0	3
Phractura fasciata	1	?	2	?	1	0	3
Genidens planifrons	1	1	2	2	0	0	3
Halicmetus ruber	1	?	2	?	1	0	3
Scopelarchus stephensi	1	1	2	2	1	1	3
Simpsonichthys filamentosus	1	?	1	?	1	0	3
Peckoltia vermiculata	1	?	2	?	1	0	3
Paranotothenia magellanica	1	?	2	?	1	0	3
Bellator egretta	1	?	1	?	1	0	3
Austrofundulus transilis	1	?	1	?	1	0	3
Liparis antarcticus	1	?	1	?	1	0	3
Stichaeus fuscus	1	?	1	?	1	0	3
Fundulus luciae	1	?	2	?	1	0	3
Clarias buthupogon	1	?	1	?	1	0	3
Polymixia salagomeziensis	?	1	?	2	0	1	3
Ecsenius prooculis	1	?	1	?	1	0	3
Zenion hololepis	1	1	2	2	0	0	3
Cyclopteropsis popovi	1	?	1	?	1	0	3
Rivulus cylindraceus	1	?	1	?	1	0	3
Brachyhypopomus occidentalis	1	0	1	0	1	1	2
Otocinclus huaorani	1	?	2	?	1	0	3
Lactophrys trigonus	1	1	1	2	1	1	3
Cyprinella nivea	1	1	2	2	0	0	3
Notoscopelus japonicus	?	1	?	2	0	1	3
Torquigener paxtoni	1	1	1	2	1	1	3
Careproctus magellanicus	1	?	1	?	1	0	3
Megalancistrus parananus	1	1	2	2	0	0	3
Pachycara gymninium	1	?	1	?	1	0	3
Hippocampus pusillus	?	0	?	0	0	1	2
Harpagifer andriashevi	1	?	2	?	1	0	3
Clarias nieuhofii	1	1	1	2	1	0	3
Synodontis caudalis	1	?	2	?	1	0	3
Hypsophrys nicaraguensis	?	1	?	2	0	0	3
Parastegophilus maculatus	1	?	1	?	1	0	3
Petrocephalus cunganus	?	1	?	1	0	1	3
Clarias maclareni	1	?	1	?	1	0	3
Chaetostoma brevilabiatum	1	?	2	?	1	0	3
Rita gogra	1	1	2	2	0	0	3
Brachyplatystoma rousseauxii	1	1	2	2	1	0	3
Phthanophaneron harveyi	?	1	?	2	0	1	3
Hypostomus bolivianus	1	1	2	2	0	0	3
Pseudochromis caudalis	1	1	1	1	1	1	3
Symphurus varius	0	0	0	0	1	1	0
Edentoliparis terraenovae	1	?	1	?	1	0	3
Diaphus antonbruuni	?	1	?	2	0	1	3
Photoblepharon palpebratum	?	1	?	2	0	1	3
Pterygoplichthys pardalis	1	1	2	2	0	0	3
Pseudoblennius zonostigma	1	?	1	?	1	0	3
Paraliparis violaceus	1	0	1	0	1	1	2
Gigantura indica	1	0&1	1	0&1	0	0	2
Laeops kitaharae	1	1	1	1	1	1	3
Trichomycterus bogotensis	1	?	1	?	1	0	3
Dibranchus discors	1	?	2	?	1	0	3
Mentodus perforatus	1	?	1	?	1	0	3
Paraconger similis	1	0	1	0	1	1	2
Monognathus smithi	0	0	0	0	1	1	0
Astroblepus regani	1	?	2	?	1	0	3
Hisonotus megaloplax	1	?	2	?	1	0	3
Synodus intermedius	?	1	?	2	0	1	3
Rhabdalestes rhodesiensis	1	1	2	2	0	0	3
Petrocephalus pallidomaculatus	?	1	?	1	0	1	3
Pimelodus atrobrunneus	1	?	2	?	1	0	3
Chrionema furunoi	1	?	2	?	1	0	3
Aphyosemion edeanum	1	?	2	?	1	0	3
Bathycongrus nasicus	?	0	?	0	0	1	2
Iniistius spilonotus	1	?	1	?	1	0	3
Allodontichthys zonistius	1	?	1	?	1	0	3
Parvilux ingens	?	1	?	2	0	1	3
Sternarchorhynchus chaoi	1	0	1	0	1	1	2
Gymnothorax bathyphilus	0	0	0	0	1	1	0
Halichoeres melanotis	1	?	1	?	1	0	3
Poecilia marcellinoi	1	?	2	?	1	0	3
Cathorops multiradiatus	1	?	2	?	1	0	3
Ilyodon xantusi	1	?	1	?	1	0	3
Dekeyseria pulchra	1	1	2	2	0	0	3
Notholebias minimus	1	?	1	?	1	0	3
Bothus mellissi	1	1	1	1	1	1	3
Gymnothorax nudivomer	0	0	0	0	1	1	0
Aseraggodes lenisquamis	?	1	?	1	0	1	3
Diaphus nielseni	?	1	?	2	0	1	3
Diretmichthys parini	?	1	?	2	0	1	3
Daector dowi	1	1	2	2	1	1	3
Amblydoras gonzalezi	1	?	2	?	1	0	3
Liparis mucosus	1	?	1	?	1	0	3
Photonectes dinema	?	1	?	1	0	1	3
Nothobranchius ruudwildekampi	1	?	2	?	1	0	3
Astyanax alburnus	1	?	2	?	1	0	3
Halichoeres pallidus	1	?	1	?	1	0	3
Champsodon longipinnis	1	?	2	?	1	0	3
Sternarchella terminalis	1	0	1	0	1	1	2
Trachurus declivis	1	?	1	?	1	0	3
Poeciliopsis hnilickai	1	?	2	?	1	0	3
Maratecoara splendida	1	?	1	?	1	0	3
Trichomycterus arleoi	1	?	1	?	1	0	3
Opisthopterus effulgens	1	0	1	0	0	0	2
Hemisorubim platyrhynchos	1	1	2	2	0	0	3
Ariosoma anagoides	1	0	1	0	1	1	2
Apionichthys menezesi	?	1	?	1	0	1	3
Astyanax elachylepis	1	?	2	?	1	0	3
Dolichancistrus fuesslii	1	?	2	?	1	0	3
Coloconger meadi	1	0	1	0	1	1	2
Catostomus snyderi	?	1	?	2	0	0	3
Schizodon scotorhabdotus	?	1	?	2	0	0	3
Tetractenos glaber	1	1	1	2	1	1	3
Ictalurus punctatus	1	1	2	2	0	0	3
Eustomias monoclonoides	?	1	?	1	0	1	3
Dactyloptena macracantha	?	1	?	2	0	1	3
Diaphus metopoclampus	?	1	?	2	0	1	3
Opisthonema berlangai	1	1	1	2	1	0	3
Cynodonichthys weberi	1	?	1	?	1	0	3
Mastacembelus nigromarginatus	1	?	1	?	0	0	3
Hoplostethus cadenati	?	1	?	2	0	1	3
Bathydraco antarcticus	1	1	2	2	1	1	3
Psednos dentatus	1	?	1	?	1	0	3
Meuschenia galii	1	0	1	0	1	1	2
Monopterus roseni	?	0	?	0	0	1	2
Fundulus majalis	1	?	2	?	1	0	3
Spatuloricaria caquetae	1	?	2	?	1	0	3
Chaetostoma leucomelas	1	?	2	?	1	0	3
Ophichthus maculatus	?	0	?	0	0	1	2
Microcambeva draco	1	?	1	?	1	0	3
Fundulus relictus	1	?	2	?	1	0	3
Paralichthys californicus	1	?	2	?	1	0	3
Ophichthus macrops	?	0	?	0	0	1	2
Hypostomus hermanni	1	?	2	?	1	0	3
Careproctus merretti	1	?	1	?	1	0	3
Aluterus monoceros	1	0	1	0	1	1	2
Anostomus anostomus	?	1	?	2	0	0	3
Protomyctophum chilense	?	1	?	2	0	1	3
Tragulichthys jaculiferus	1	0	1	0	1	1	2
Simpsonichthys punctulatus	1	?	1	?	1	0	3
Rhynchoconger nitens	?	0	?	0	0	1	2
Erimyzon oblongus	1	1	2	1	0	0	3
Hypomesus olidus	1	?	2	?	1	0	3
Eustomias paucifilis	?	1	?	1	0	1	3
Astyanax villwocki	1	?	2	?	1	0	3
Pseudancistrus brevispinis	1	1	2	2	0	0	3
Microsynodontis nasutus	1	?	2	?	1	0	3
Alfaro cultratus	1	?	2	?	1	0	3
Acanthurus leucocheilus	1	1	1	1	1	1	3
Glanidium ribeiroi	1	?	2	?	0	0	3
Trichomycterus goeldii	1	?	1	?	1	0	3
Notacanthus indicus	?	1	?	2	0	1	3
Eustomias appositus	?	1	?	1	0	1	3
Lactoria diaphana	1	1	1	2	1	1	3
Austrolebias gymnoventris	1	?	1	?	1	0	3
Corydoras lacerdai	1	?	2	?	1	0	3
Rhamdia humilis	1	?	2	?	1	0	3
Eustomias globulifer	?	1	?	1	0	1	3
Astroblepus micrescens	1	?	2	?	1	0	3
Dolichallabes microphthalmus	0	1	0	2	0	0	1
Pseudobalistes naufragium	1	1	1	2	1	1	3
Neoheterandria tridentiger	1	?	2	?	1	0	3
Epiplatys zenkeri	1	?	2	?	1	0	3
Bulbonaricus brauni	0	0	0	0	1	1	0
Trachelyopterus albicrux	1	?	2	?	1	0	3
Cetopsis orinoco	1	1	2	2	0	0	3
Lasiognathus waltoni	1	0	1	0	1	1	2
Alosa agone	1	?	1	?	1	0	3
Tridentopsis tocantinsi	1	?	1	?	1	0	3
Amphilius kivuensis	1	?	2	?	1	0	3
Gymnothorax moluccensis	0	0	0	0	1	1	0
Naso caesius	1	1	1	1	1	1	3
Trichomycterus megantoni	1	?	1	?	1	0	3
Zenopsis conchifer	1	1	2	2	0	0	3
Euchiloglanis dorsoarcus	1	?	2	?	1	0	3
Hoplostethus marisrubri	?	1	?	2	0	1	3
Glyptothorax nelsoni	1	?	2	?	1	0	3
Kaupichthys japonicus	1	0	1	0	1	1	2
Brachirus orientalis	?	1	?	1	0	1	3
Phenacogrammus aurantiacus	1	1	2	2	0	0	3
Paralepis speciosa	1	1	2	2	1	1	3
Gigantactis longicauda	1	0	1	0	1	1	2
Chelidonichthys obscurus	1	?	1	?	1	0	3
Galaxias platei	1	1	2	1	0	0	3
Clarias liocephalus	1	?	1	?	1	0	3
Trichomycterus fassli	1	?	1	?	1	0	3
Encheliophis sagamianus	0	0	0	0	1	1	0
Laimosemion agilae	1	?	1	?	1	0	3
Artediellus dydymovi	1	?	1	?	1	0	3
Chaetostoma lepturum	1	?	2	?	1	0	3
Chaetostoma paucispinis	1	?	2	?	1	0	3
Glyptothorax obliquimaculatus	1	?	2	?	1	0	3
Squaloliparis dentatus	1	?	1	?	1	0	3
Poeciliopsis santaelena	1	?	2	?	1	0	3
Clariallabes melas	1	1	1	2	1	0	3
Gambusia punctata	1	?	2	?	1	0	3
Astyanax totae	1	?	2	?	1	0	3
Parapercis somaliensis	1	?	2	?	1	0	3
Canthigaster cyanetron	1	1	1	2	1	1	3
Notoliparis kurchatovi	1	?	1	?	1	0	3
Cinetodus froggatti	1	1	2	2	0	0	3
Glyptothorax platypogon	1	1	2	2	0	0	3
Cyprinodon dearborni	1	?	1	?	1	0	3
Canthigaster punctatissima	1	1	1	2	1	1	3
Liparis florae	1	?	1	?	1	0	3
Microlepidogaster perforatus	1	?	2	?	0	0	3
Muraena clepsydra	0	0	0	0	1	1	0
Sargocentron hastatum	?	1	?	2	0	1	3
Synodontis acanthomias	1	1	2	2	0	0	3
Echinophryne reynoldsi	1	1	1	1	1	1	3
Ophisurus serpens	?	0	?	0	0	1	2
Albula pacifica	?	1	?	1	0	1	3
Auchenipterus ambyiacus	1	?	2	?	1	0	3
Pimelodella boliviana	1	?	2	?	1	0	3
Porichthys analis	1	1	2	2	1	1	3
Zoarchias neglectus	1	?	1	?	1	0	3
Clarias ngamensis	1	1	1	2	1	0	3
Akysis vespa	1	?	2	?	1	0	3
Corydoras difluviatilis	1	?	2	?	0	0	3
Hara minuscula	1	?	2	?	1	0	3
Enneacampus ansorgii	?	0	?	0	0	1	2
Gnathophis umbrellabius	?	0	?	0	0	1	2
Spaniblennius riodourensis	1	?	1	?	1	0	3
Pseudochromis sankeyi	1	1	1	1	1	1	3
Neochanna heleios	1	1	1	2	1	1	3
Ariosoma megalops	1	0	1	0	1	1	2
Cottus tenuis	1	?	1	?	1	0	3
Tylosurus acus	1	?	1	?	1	0	3
Cypho zaps	1	1	1	1	1	1	3
Ostichthys sandix	?	1	?	2	0	1	3
Linophryne andersoni	1	0	1	0	1	1	2
Alectis alexandrina	1	?	1	?	1	0	3
Lithogenes valencia	1	?	2	?	1	0	3
Centromochlus altae	1	?	2	?	1	0	3
Hippocampus borboniensis	?	0	?	0	0	1	2
Skiffia bilineata	1	?	1	?	1	0	3
Auchenipterichthys coracoideus	1	?	2	?	1	0	3
Entomacrodus vomerinus	1	?	1	?	1	0	3
Careproctus colletti	1	?	1	?	1	0	3
Alosa kessleri	1	?	1	?	1	0	3
Lycenchelys hadrogeneia	1	?	1	?	1	0	3
Thysanopsetta naresi	1	?	2	?	1	0	3
Galaxias fontanus	1	1	1	2	1	1	3
Orestias empyraeus	1	?	1	?	1	0	3
Chauliodus schmidti	?	1	?	1	0	1	3
Petrocephalus sullivani	?	1	?	1	0	1	3
Anampses elegans	1	?	1	?	1	0	3
Ichthyocampus bikiniensis	?	0	?	0	0	1	2
Lycenchelys micropora	1	?	1	?	1	0	3
Bathycongrus unimaculatus	?	0	?	0	0	1	2
Atlantirivulus luelingi	1	?	1	?	1	0	3
Microphis deocata	?	0	?	0	0	1	2
Retropinna retropinna	1	?	2	?	1	0	3
Leptodoras hasemani	1	?	2	?	1	0	3
Leptocephalus ophichthoides	?	0	?	0	0	1	2
Champsodon machaeratus	1	?	2	?	1	0	3
Gambusia luma	1	?	2	?	1	0	3
Astyanax megaspilura	1	?	2	?	1	0	3
Trichomycterus migrans	1	?	1	?	1	0	3
Synodontis ngouniensis	1	?	2	?	1	0	3
Triacanthus biaculeatus	1	1	2	1	1	0	3
Symphurus ginsburgi	0	0	0	0	1	1	0
Coris ballieui	1	?	1	?	1	0	3
Sphoeroides sechurae	1	1	1	2	1	1	3
Potamobatrachus trispinosus	1	1	2	2	1	1	3
Halichoeres sazimai	1	?	1	?	1	0	3
Apodichthys fucorum	1	0	1	0	1	1	2
Auchenoglanis biscutatus	1	1	2	2	0	0	3
Rineloricaria formosa	1	?	2	?	1	0	3
Apterichtus ansp	?	0	?	0	0	1	2
Alloblennius parvus	1	?	1	?	1	0	3
Pterygotrigla alepis	1	?	1	?	1	0	3
Astroblepus mindoensis	1	?	2	?	1	0	3
Myoglanis potaroensis	1	1	2	2	0	0	3
Tachysurus brashnikowi	1	?	2	?	1	0	3
Sargocentron cornutum	?	1	?	2	0	1	3
Rineloricaria heteroptera	1	?	2	?	1	0	3
Magnisudis indica	1	1	2	2	1	1	3
Panturichthys fowleri	0	0	0	0	1	1	0
Evermannella megalops	1	1	2	2	1	1	3
Phenacorhamdia tenebrosa	1	?	2	?	1	0	3
Colomesus asellus	1	1	1	2	1	1	3
Chalceus epakros	1	1	2	2	0	0	3
Chaetostoma alternifasciatum	1	?	2	?	1	0	3
Leptostomias gracilis	?	1	?	1	0	1	3
Trichomycterus pradensis	1	?	1	?	1	0	3
Rastrinus scutiger	1	?	1	?	1	0	3
Bascanichthys pusillus	?	0	?	0	0	1	2
Galaxias prognathus	1	1	1	2	1	1	3
Cottus metae	1	?	1	?	1	0	3
Parotocinclus prata	1	?	2	?	1	0	3
Ageneiosus ucayalensis	1	1	2	2	0	0	3
Meiacanthus limbatus	1	?	1	?	1	0	3
Gymnoscopelus opisthopterus	?	1	?	2	0	1	3
Canthigaster bennetti	1	1	1	2	1	1	3
Aseraggodes haackeanus	?	1	?	1	0	1	3
Pseudotatia parva	1	1	2	2	0	0	3
Microctenopoma lineatum	1	1	1	1	1	1	3
Halichoeres bathyphilus	1	?	1	?	1	0	3
