taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated
Pseudojuloides_xanthomos	1	?	1	?	1	0
Pseudolabrus_mortonii	1	?	1	?	1	0
Polylepion_cruentum	1	?	1	?	1	0
Hologymnosus_rhodonotus	1	?	1	?	1	0
Austrolabrus_maculatus	1	?	1	?	1	0
Xyrichtys_martinicensis	1	?	1	?	1	0
Bodianus_bimaculatus	1	?	1	?	1	0
Bodianus_eclancheri	1	?	1	?	1	0
Bodianus_trilineatus	1	?	1	?	1	0
Xyrichtys_novacula	1	?	1	?	1	0
Xyrichtys_wellingtoni	1	?	1	?	1	0
Coris_gaimard	1	?	1	?	1	0
Coris_aygula	1	?	1	?	1	0
Pseudolabrus_miles	1	?	1	?	1	0
Pseudolabrus_guentheri	1	?	1	?	1	0
Coris_pictoides	1	?	1	?	1	0
Coris_dorsomacula	1	?	1	?	1	0
Coris_bulbifrons	1	?	1	?	1	0
Coris_aurilineata	1	?	1	?	1	0
Xiphocheilus_typus	1	?	1	?	1	0
Acantholabrus_palloni	1	?	1	?	1	0
Pseudolabrus_sieboldi	1	?	1	?	1	0
Pseudolabrus_eoethinus	1	?	1	?	1	0
Pseudolabrus_biserialis	1	?	1	?	1	0
Pseudolabrus_gayi	1	?	1	?	1	0
Parajulis_poecilepterus	1	?	1	?	1	0
Epibulus_brevis	1	?	1	?	1	0
Macropharyngodon_negrosensis	1	?	1	?	1	0
Pseudodax_moluccanus	1	?	1	?	1	0
Macropharyngodon_bipartitus	1	?	1	?	1	0
Macropharyngodon_cyanoguttatus	1	?	1	?	1	0
Nemichthys_scolopaceus	1	0	1	0	1	1
Avocettina_acuticeps	1	0	1	0	1	1
Labichthys_carinatus	1	0	1	0	1	1
Nemichthys_larseni	1	0	1	0	1	1
Nemichthys_curvirostris	1	0	1	0	1	1
Avocettina_infans	1	0	1	0	1	1
Avocettina_bowersii	1	0	1	0	1	1
Labichthys_yanoi	1	0	1	0	1	1
Normichthys_herringi	1	?	1	?	1	0
Mentodus_mesalirus	1	?	1	?	1	0
Normichthys_yahganorum	1	?	1	?	1	0
Holtbyrnia_melanocephala	1	?	1	?	1	0
Holtbyrnia_conocephala	1	?	1	?	1	0
Holtbyrnia_innesi	1	?	1	?	1	0
Holtbyrnia_laticauda	1	?	1	?	1	0
Searsioides_calvala	1	?	1	?	1	0
Holtbyrnia_ophiocephala	1	?	1	?	1	0
Holtbyrnia_cyanocephala	1	?	1	?	1	0
Holtbyrnia_intermedia	1	?	1	?	1	0
Matsuichthys_aequipinnis	1	?	1	?	1	0
Platytroctes_mirus	1	?	1	?	1	0
Holtbyrnia_latifrons	1	?	1	?	1	0
Holtbyrnia_macrops	1	?	1	?	1	0
Holtbyrnia_anomala	1	?	1	?	1	0
Sagamichthys_abei	1	?	1	?	1	0
Mentodus_crassus	1	?	1	?	1	0
Mentodus_longirostris	1	?	1	?	1	0
Barbantus_elongatus	1	?	1	?	1	0
Barbantus_curvifrons	1	?	1	?	1	0
Mentodus_perforatus	1	?	1	?	1	0
Mentodus_eubranchus	1	?	1	?	1	0
Mentodus_rostratus	1	?	1	?	1	0
Mentodus_bythios	1	?	1	?	1	0
Mentodus_facilis	1	?	1	?	1	0
Sagamichthys_schnakenbecki	1	?	1	?	1	0
Sagamichthys_gracilis	1	?	1	?	1	0
Persparsia_kopua	1	?	1	?	1	0
Maulisia_acuticeps	1	?	1	?	1	0
Maulisia_isaacsi	1	?	1	?	1	0
Pectinantus_parini	1	?	1	?	1	0
Searsioides_multispinus	1	?	1	?	1	0
Maulisia_mauli	1	?	1	?	1	0
Maulisia_argipalla	1	?	1	?	1	0
Maulisia_microlepis	1	?	1	?	1	0
Normichthys_operosus	1	?	1	?	1	0
Mirorictus_taningi	1	?	1	?	1	0
Odontostomias_micropogon	?	1	?	1	0	1
Melanostomias_bartonbeani	?	1	?	1	0	1
Chirostomias_pliopterus	?	1	?	1	0	1
Eustomias_dendriticus	?	1	?	1	0	1
Eustomias_tomentosis	?	1	?	1	0	1
Eustomias_suluensis	?	1	?	1	0	1
Eustomias_ioani	?	1	?	1	0	1
Eustomias_triramis	?	1	?	1	0	1
Eustomias_metamelas	?	1	?	1	0	1
Eustomias_schmidti	?	1	?	1	0	1
Eustomias_cirritus	?	1	?	1	0	1
Photostomias_liemi	?	1	?	1	0	1
Eustomias_macrurus	?	1	?	1	0	1
Astronesthes_illuminatus	?	1	?	1	0	1
Astronesthes_caulophorus	?	1	?	1	0	1
Astronesthes_cyaneus	?	1	?	1	0	1
Astronesthes_gibbsi	?	1	?	1	0	1
Astronesthes_leucopogon	?	1	?	1	0	1
Astronesthes_indicus	?	1	?	1	0	1
Opostomias_mitsuii	?	1	?	1	0	1
Astronesthes_zetgibbsi	?	1	?	1	0	1
Photostomias_lucingens	?	1	?	1	0	1
Photostomias_goodyeari	?	1	?	1	0	1
Astronesthes_lucifer	?	1	?	1	0	1
Eustomias_minimus	?	1	?	1	0	1
Astronesthes_lucibucca	?	1	?	1	0	1
Astronesthes_neopogon	?	1	?	1	0	1
Astronesthes_decoratus	?	1	?	1	0	1
Grammatostomias_circularis	?	1	?	1	0	1
Astronesthes_karsteni	?	1	?	1	0	1
Astronesthes_barbatus	?	1	?	1	0	1
Astronesthes_kreffti	?	1	?	1	0	1
Eustomias_bituberatus	?	1	?	1	0	1
Astronesthes_splendidus	?	1	?	1	0	1
Astronesthes_bilobatus	?	1	?	1	0	1
Astronesthes_oligoa	?	1	?	1	0	1
Astronesthes_chrysophekadion	?	1	?	1	0	1
Eustomias_pacificus	?	1	?	1	0	1
Eustomias_micraster	?	1	?	1	0	1
Eustomias_medusa	?	1	?	1	0	1
Eustomias_xenobolus	?	1	?	1	0	1
Eustomias_ignotus	?	1	?	1	0	1
Eustomias_braueri	?	1	?	1	0	1
Eustomias_longiramis	?	1	?	1	0	1
Eustomias_melanonema	?	1	?	1	0	1
Eustomias_dubius	?	1	?	1	0	1
Eustomias_trewavasae	?	1	?	1	0	1
Flagellostomias_boureei	?	1	?	1	0	1
Eustomias_flagellifer	?	1	?	1	0	1
Eustomias_macronema	?	1	?	1	0	1
Astronesthes_micropogon	?	1	?	1	0	1
Eustomias_monodactylus	?	1	?	1	0	1
Stomias_danae	?	1	?	1	0	1
Stomias_pacificus	?	1	?	1	0	1
Eustomias_leptobolus	?	1	?	1	0	1
Opostomias_micripnus	?	1	?	1	0	1
Neonesthes_microcephalus	?	1	?	1	0	1
Eustomias_lanceolatus	?	1	?	1	0	1
Grammatostomias_dentatus	?	1	?	1	0	1
Astronesthes_formosana	?	1	?	1	0	1
Stomias_gracilis	?	1	?	1	0	1
Photostomias_tantillux	?	1	?	1	0	1
Bathophilus_altipinnis	?	1	?	1	0	1
Eustomias_interruptus	?	1	?	1	0	1
Bathophilus_metallicus	?	1	?	1	0	1
Eustomias_vulgaris	?	1	?	1	0	1
Borostomias_abyssorum	?	1	?	1	0	1
Eustomias_dispar	?	1	?	1	0	1
Eustomias_monoclonoides	?	1	?	1	0	1
Eustomias_globulifer	?	1	?	1	0	1
Eustomias_micropterygius	?	1	?	1	0	1
Eustomias_patulus	?	1	?	1	0	1
Eustomias_silvescens	?	1	?	1	0	1
Eustomias_bibulboides	?	1	?	1	0	1
Eustomias_pinnatus	?	1	?	1	0	1
Eustomias_bigelowi	?	1	?	1	0	1
Eustomias_crossotus	?	1	?	1	0	1
Eustomias_monoclonus	?	1	?	1	0	1
Astronesthes_richardsoni	?	1	?	1	0	1
Eustomias_schiffi	?	1	?	1	0	1
Astronesthes_nigroides	?	1	?	1	0	1
Astronesthes_zharovi	?	1	?	1	0	1
Astronesthes_tanibe	?	1	?	1	0	1
Astronesthes_quasiindicus	?	1	?	1	0	1
Eustomias_mesostenus	?	1	?	1	0	1
Trigonolampa_miriceps	?	1	?	1	0	1
Tactostoma_macropus	?	1	?	1	0	1
Grammatostomias_flagellibarba	?	1	?	1	0	1
Eustomias_bibulbosus	?	1	?	1	0	1
Eustomias_bituberoides	?	1	?	1	0	1
Eustomias_dinema	?	1	?	1	0	1
Eustomias_bulbornatus	?	1	?	1	0	1
Eustomias_enbarbatus	?	1	?	1	0	1
Eustomias_bertelseni	?	1	?	1	0	1
Eustomias_posti	?	1	?	1	0	1
Eustomias_aequatorialis	?	1	?	1	0	1
Eustomias_binghami	?	1	?	1	0	1
Eustomias_melanostigmoides	?	1	?	1	0	1
Eustomias_spherulifer	?	1	?	1	0	1
Eustomias_digitatus	?	1	?	1	0	1
Astronesthes_tchuvasovi	?	1	?	1	0	1
Astronesthes_fedorovi	?	1	?	1	0	1
Astronesthes_trifibulatus	?	1	?	1	0	1
Astronesthes_psychrolutes	?	1	?	1	0	1
Chauliodus_minimus	?	1	?	1	0	1
Astronesthes_lampara	?	1	?	1	0	1
Chauliodus_pammelas	?	1	?	1	0	1
Chauliodus_vasnetzovi	?	1	?	1	0	1
Chauliodus_slaoni	?	1	?	1	0	1
Chauliodus_barbatus	?	1	?	1	0	1
Chauliodus_dentatus	?	1	?	1	0	1
Chauliodus_schmidti	?	1	?	1	0	1
Eustomias_furcifer	?	1	?	1	0	1
Photonectes_margarita	?	1	?	1	0	1
Photonectes_braueri	?	1	?	1	0	1
Eustomias_acinosus	?	1	?	1	0	1
Eustomias_jimcraddocki	?	1	?	1	0	1
Eustomias_filifer	?	1	?	1	0	1
Eustomias_polyaster	?	1	?	1	0	1
Eustomias_bifilis	?	1	?	1	0	1
Eustomias_albibulbus	?	1	?	1	0	1
Eustomias_borealis	?	1	?	1	0	1
Eustomias_curtatus	?	1	?	1	0	1
Eustomias_parri	?	1	?	1	0	1
Eustomias_obscurus	?	1	?	1	0	1
Eustomias_simplex	?	1	?	1	0	1
Melanostomias_macrophotus	?	1	?	1	0	1
Eustomias_grandibulbus	?	1	?	1	0	1
Astronesthes_similus	?	1	?	1	0	1
Bathophilus_brevis	?	1	?	1	0	1
Eustomias_australensis	?	1	?	1	0	1
Eustomias_gibbsi	?	1	?	1	0	1
Eustomias_intermedius	?	1	?	1	0	1
Eustomias_hulleyi	?	1	?	1	0	1
Astronesthes_tatyanae	?	1	?	1	0	1
Pachystomias_microdon	?	1	?	1	0	1
Astronesthes_martensii	?	1	?	1	0	1
Borostomias_antarcticus	?	1	?	1	0	1
Borostomias_elucens	?	1	?	1	0	1
Borostomias_panamensis	?	1	?	1	0	1
Thysanactis_dentex	?	1	?	1	0	1
Bathophilus_abarbatus	?	1	?	1	0	1
Eustomias_danae	?	1	?	1	0	1
Eustomias_bulbiramis	?	1	?	1	0	1
Eupogonesthes_xenicus	?	1	?	1	0	1
Eustomias_vitiazi	?	1	?	1	0	1
Eustomias_arborifer	?	1	?	1	0	1
Stomias_longibarbatus	?	1	?	1	0	1
Stomias_lampropeltis	?	1	?	1	0	1
Leptostomias_leptobolus	?	1	?	1	0	1
Leptostomias_bilobatus	?	1	?	1	0	1
Eustomias_precarius	?	1	?	1	0	1
Leptostomias_analis	?	1	?	1	0	1
Diplostomias_indicus	?	1	?	1	0	1
Odontostomias_masticopogon	?	1	?	1	0	1
Eustomias_cryptobulbus	?	1	?	1	0	1
Eustomias_magnificus	?	1	?	1	0	1
Photonectes_dinema	?	1	?	1	0	1
Astronesthes_atlanticus	?	1	?	1	0	1
Astronesthes_luetkeni	?	1	?	1	0	1
Astronesthes_galapagensis	?	1	?	1	0	1
Eustomias_bimargaritoides	?	1	?	1	0	1
Aristostomias_scintillans	?	1	?	1	0	1
Aristostomias_polydactylus	?	1	?	1	0	1
Aristostomias_tittmanni	?	1	?	1	0	1
Chauliodus_danae	?	1	?	1	0	1
Leptostomias_multifilis	?	1	?	1	0	1
Leptostomias_macronema	?	1	?	1	0	1
Eustomias_longibarba	?	1	?	1	0	1
Eustomias_inconstans	?	1	?	1	0	1
Eustomias_curtifilis	?	1	?	1	0	1
Eustomias_insularum	?	1	?	1	0	1
Eustomias_radicifilis	?	1	?	1	0	1
Eustomias_fissibarbis	?	1	?	1	0	1
Bathophilus_filifer	?	1	?	1	0	1
Bathophilus_cwyanorum	?	1	?	1	0	1
Bathophilus_indicus	?	1	?	1	0	1
Bathophilus_novicki	?	1	?	1	0	1
Leptostomias_gracilis	?	1	?	1	0	1
Leptostomias_bermudensis	?	1	?	1	0	1
Leptostomias_macropogon	?	1	?	1	0	1
Leptostomias_robustus	?	1	?	1	0	1
Echiostoma_barbatum	?	1	?	1	0	1
Astronesthes_gudrunae	?	1	?	1	0	1
Eustomias_tetranema	?	1	?	1	0	1
Eustomias_elongatus	?	1	?	1	0	1
Leptostomias_gladiator	?	1	?	1	0	1
Eustomias_hypopsilus	?	1	?	1	0	1
Eustomias_paxtoni	?	1	?	1	0	1
Eustomias_achirus	?	1	?	1	0	1
Malacosteus_indicus	?	1	?	1	0	1
Astronesthes_niger	?	1	?	1	0	1
Malacosteus_australis	?	1	?	1	0	1
Aristostomias_grimaldii	?	1	?	1	0	1
Aristostomias_xenostoma	?	1	?	1	0	1
Eustomias_deofamiliaris	?	1	?	1	0	1
Eustomias_paucifilis	?	1	?	1	0	1
Astronesthes_spatulifer	?	1	?	1	0	1
Astronesthes_lupina	?	1	?	1	0	1
Aristostomias_lunifer	?	1	?	1	0	1
Astronesthes_lamellosus	?	1	?	1	0	1
Eustomias_quadrifilis	?	1	?	1	0	1
Eustomias_austratlanticus	?	1	?	1	0	1
Eustomias_brevibarbatus	?	1	?	1	0	1
Neonesthes_capensis	?	1	?	1	0	1
Eustomias_perplexus	?	1	?	1	0	1
Bathophilus_pawneei	?	1	?	1	0	1
Eustomias_decoratus	?	1	?	1	0	1
Eustomias_variabilis	?	1	?	1	0	1
Eustomias_satterleei	?	1	?	1	0	1
Eustomias_kreffti	?	1	?	1	0	1
Eustomias_problematicus	?	1	?	1	0	1
Bathophilus_flemingi	?	1	?	1	0	1
Eustomias_woollardi	?	1	?	1	0	1
Bathophilus_nigerrimus	?	1	?	1	0	1
Bathophilus_ater	?	1	?	1	0	1
Bathophilus_kingi	?	1	?	1	0	1
Bathophilus_schizochirus	?	1	?	1	0	1
Eustomias_lipochirus	?	1	?	1	0	1
Bathophilus_irregularis	?	1	?	1	0	1
Bathophilus_longipinnis	?	1	?	1	0	1
Eustomias_similis	?	1	?	1	0	1
Astronesthes_ijimai	?	1	?	1	0	1
Eustomias_cancriensis	?	1	?	1	0	1
Eustomias_macrophthalmus	?	1	?	1	0	1
Eustomias_crucis	?	1	?	1	0	1
Stomias_colubrinus	?	1	?	1	0	1
Idiacanthus_antrostomus	?	1	?	1	0	1
Idiacanthus_fasciola	?	1	?	1	0	1
Eustomias_contiguus	?	1	?	1	0	1
Melanostomias_paucilaternatus	?	1	?	1	0	1
Photostomias_atrox	?	1	?	1	0	1
Melanostomias_niger	?	1	?	1	0	1
Melanostomias_spilorhynchus	?	1	?	1	0	1
Melanostomias_margaritifer	?	1	?	1	0	1
Eustomias_parini	?	1	?	1	0	1
Melanostomias_pollicifer	?	1	?	1	0	1
Melanostomias_vierecki	?	1	?	1	0	1
Melanostomias_stewarti	?	1	?	1	0	1
Melanostomias_biseriatus	?	1	?	1	0	1
Eustomias_appositus	?	1	?	1	0	1
Stomias_affinis	?	1	?	1	0	1
Eustomias_teuthidopsis	?	1	?	1	0	1
Stomias_nebulosus	?	1	?	1	0	1
Stomias_brevibarbatus	?	1	?	1	0	1
Stomias_atriventer	?	1	?	1	0	1
Idiacanthus_cameratus	?	1	?	1	0	1
Idiacanthus_bellistriatus	?	1	?	1	0	1
Eustomias_orientalis	?	1	?	1	0	1
Eustomias_bimargaritatus	?	1	?	1	0	1
Eustomias_pyrifer	?	1	?	1	0	1
Eustomias_multifilis	?	1	?	1	0	1
Eustomias_melanostigma	?	1	?	1	0	1
Eustomias_tenisoni	?	1	?	1	0	1
Photonectes_leucospilus	?	1	?	1	0	1
Photonectes_munificus	?	1	?	1	0	1
Photonectes_phyllopogon	?	1	?	1	0	1
Photonectes_parvimanus	?	1	?	1	0	1
Photonectes_caerulescens	?	1	?	1	0	1
Photonectes_mirabilis	?	1	?	1	0	1
Photonectes_achirus	?	1	?	1	0	1
Photonectes_albipennis	?	1	?	1	0	1
Bathophilus_proximus	?	1	?	1	0	1
Melanostomias_tentaculatus	?	1	?	1	0	1
Photonectes_gracilis	?	1	?	1	0	1
Bathophilus_digitatus	?	1	?	1	0	1
Astronesthes_gemmifer	?	1	?	1	0	1
Astronesthes_boulengeri	?	1	?	1	0	1
Photostomias_guernei	?	1	?	1	0	1
Astronesthes_exsul	?	1	?	1	0	1
Idiacanthus_trispinosus	?	1	?	1	0	1
Rhadinesthes_decimus	?	1	?	1	0	1
Heterophotus_ophistoma	?	1	?	1	0	1
Astronesthes_indopacificus	?	1	?	1	0	1
Astronesthes_dupliglandis	?	1	?	1	0	1
Astronesthes_macropogon	?	1	?	1	0	1
Melanostomias_melanopogon	?	1	?	1	0	1
Borostomias_pacificus	?	1	?	1	0	1
Melanostomias_melanops	?	1	?	1	0	1
Bathophilus_vaillanti	?	1	?	1	0	1
Melanostomias_pauciradius	?	1	?	1	0	1
Melanostomias_globulifer	?	1	?	1	0	1
Melanostomias_nigroaxialis	?	1	?	1	0	1
Melanostomias_valdiviae	?	1	?	1	0	1
Leptostomias_haplocaulus	?	1	?	1	0	1
Borostomias_mononema	?	1	?	1	0	1
Astronesthes_haplophos	?	1	?	1	0	1
Chauliodus_macouni	?	1	?	1	0	1
Eustomias_uniramis	?	1	?	1	0	1
Leptostomias_longibarba	?	1	?	1	0	1
Oneirodes_epithales	1	0	1	0	1	1
Oneirodes_cristatus	1	0	1	0	1	1
Oneirodes_melanocauda	1	0	1	0	1	1
Pentherichthys_atratus	1	0	1	0	1	1
Phyllorhinichthys_micractis	1	0	1	0	1	1
Oneirodes_dicromischus	1	0	1	0	1	1
Oneirodes_clarkei	1	0	1	0	1	1
Oneirodes_carlsbergi	1	0	1	0	1	1
Oneirodes_mirus	1	0	1	0	1	1
Oneirodes_theodoritissieri	1	0	1	0	1	1
Oneirodes_kreffti	1	0	1	0	1	1
Oneirodes_alius	1	0	1	0	1	1
Oneirodes_whitleyi	1	0	1	0	1	1
Oneirodes_myrionemus	1	0	1	0	1	1
Oneirodes_bradburyae	1	0	1	0	1	1
Dermatias_platynogaster	1	0	1	0	1	1
Leptacanthichthys_gracilispinis	1	0	1	0	1	1
Phyllorhinichthys_balushkini	1	0	1	0	1	1
Ctenochirichthys_longimanus	1	0	1	0	1	1
Pentherichthys_venustus	1	0	1	0	1	1
Oneirodes_heteronema	1	0	1	0	1	1
Dolopichthys_longicornis	1	0	1	0	1	1
Lophodolos_indicus	1	0	1	0	1	1
Puck_pinnata	1	0	1	0	1	1
Oneirodes_pterurus	1	0	1	0	1	1
Dolopichthys_danae	1	0	1	0	1	1
Oneirodes_sabex	1	0	1	0	1	1
Bertella_idiomorpha	1	0	1	0	1	1
Chaenophryne_quasiramifera	1	0	1	0	1	1
Dolopichthys_karsteni	1	0	1	0	1	1
Oneirodes_basili	1	0	1	0	1	1
Oneirodes_schmidti	1	0	1	0	1	1
Oneirodes_micronema	1	0	1	0	1	1
Oneirodes_schistonema	1	0	1	0	1	1
Oneirodes_flagellifer	1	0	1	0	1	1
Oneirodes_plagionema	1	0	1	0	1	1
Oneirodes_appendixus	1	0	1	0	1	1
Oneirodes_haplonema	1	0	1	0	1	1
Oneirodes_pietschi	1	0	1	0	1	1
Oneirodes_macronema	1	0	1	0	1	1
Oneirodes_rosenblatti	1	0	1	0	1	1
Oneirodes_thysanema	1	0	1	0	1	1
Tyrannophryne_pugnax	1	0	1	0	1	1
Chirophryne_xenolophus	1	0	1	0	1	1
Danaphryne_nigrifilis	1	0	1	0	1	1
Oneirodes_luetkeni	1	0	1	0	1	1
Microlophichthys_microlophus	1	0	1	0	1	1
Microlophichthys_andracanthus	1	0	1	0	1	1
Spiniphryne_duhameli	1	0	1	0	1	1
Chaenophryne_draco	1	0	1	0	1	1
Oneirodes_anisacanthus	1	0	1	0	1	1
Lophodolos_acanthognathus	1	0	1	0	1	1
Dolopichthys_dinema	1	0	1	0	1	1
Dolopichthys_allector	1	0	1	0	1	1
Chaenophryne_longiceps	1	0	1	0	1	1
Oneirodes_bulbosus	1	0	1	0	1	1
Oneirodes_notius	1	0	1	0	1	1
Oneirodes_macrosteus	1	0	1	0	1	1
Oneirodes_thompsoni	1	0	1	0	1	1
Oneirodes_eschrichtii	1	0	1	0	1	1
Chaenophryne_melanorhabdus	1	0	1	0	1	1
Dolopichthys_jubatus	1	0	1	0	1	1
Oneirodes_acanthias	1	0	1	0	1	1
Oneirodes_posti	1	0	1	0	1	1
Chaenophryne_ramifera	1	0	1	0	1	1
Dolopichthys_pullatus	1	0	1	0	1	1
Spiniphryne_gladisfenae	1	0	1	0	1	1
Platybelone_argalus	1	?	1	?	1	0
Platybelone_platyura	1	?	1	?	1	0
Platybelone_trachura	1	?	1	?	1	0
Tylosurus_punctulatus	1	?	1	?	1	0
Platybelone_pterura	1	?	1	?	1	0
Platybelone_platura	1	?	1	?	1	0
Tylosurus_gavialoides	1	?	1	?	1	0
Belone_acus	1	?	1	?	1	0
Xenentodon_cancila	1	?	1	?	1	0
Strongylura_anastomella	1	?	1	?	1	0
Strongylura_fluviatilis	1	?	1	?	1	0
Strongylura_senegalensis	1	?	1	?	1	0
Platybelone_argala	1	?	1	?	1	0
Petalichthys_capensis	1	?	1	?	1	0
Belone_svetovidovi	1	?	1	?	1	0
Belone_belone	1	?	1	?	1	0
Tylosurus_choram	1	?	1	?	1	0
Tylosurus_pacificus	1	?	1	?	1	0
Tylosurus_crocodilus	1	?	1	?	1	0
Ablennes_hians	1	?	1	?	1	0
Tylosurus_acus	1	?	1	?	1	0
Platybelone_lovii	1	?	1	?	1	0
Platybelone_annobonensis	1	?	1	?	1	0
Belone_euxini	1	?	1	?	1	0
Strongylura_urvillii	1	?	1	?	1	0
Xenentodon_canciloides	1	?	1	?	1	0
Tylosurus_fodiator	1	?	1	?	1	0
Tylosurus_rafale	1	?	1	?	1	0
Tylosurus_melanotus	1	?	1	?	1	0
Tylosurus_imperialis	1	?	1	?	1	0
Potamorrhaphis_eigenmanni	1	?	1	?	1	0
Potamorrhaphis_guianensis	1	?	1	?	1	0
Pseudotylosurus_angusticeps	1	?	1	?	1	0
Pseudotylosurus_microps	1	?	1	?	1	0
Belonion_dibranchodon	1	?	1	?	1	0
Potamorrhaphis_petersi	1	?	1	?	1	0
Strongylura_leiura	1	?	1	?	1	0
Strongylura_notata	1	?	1	?	1	0
Strongylura_krefftii	1	?	1	?	1	0
Strongylura_incisa	1	?	1	?	1	0
Strongylura_hubbsi	1	?	1	?	1	0
Strongylura_strongylura	1	?	1	?	1	0
Strongylura_scapularis	1	?	1	?	1	0
Strongylura_exilis	1	?	1	?	1	0
Strongylura_timucu	1	?	1	?	1	0
Ostracion_immaculatus	1	1	1	2	1	1
Ostracion_whitleyi	1	1	1	2	1	1
Ostracion_rhinorhynchos	1	1	1	2	1	1
Ostracion_solorensis	1	1	1	2	1	1
Lactophrys_trigonus	1	1	1	2	1	1
Rhinesomus_triqueter	1	1	1	2	1	1
Lactophrys_bicaudalis	1	1	1	2	1	1
Acanthostracion_notacanthus	1	1	1	2	1	1
Acanthostracion_bucephalus	1	1	1	2	1	1
Tetrosomus_stellifer	1	1	1	2	1	1
Rhynchostracion_nasus	1	1	1	2	1	1
Tetrosomus_concatenatus	1	1	1	2	1	1
Tetrosomus_reipublicae	1	1	1	2	1	1
Tetrosomus_gibbosus	1	1	1	2	1	1
Lactoria_diaphana	1	1	1	2	1	1
Lactoria_cornuta	1	1	1	2	1	1
Paracanthostracion_lindsayi	1	1	1	2	1	1
Ostracion_meleagris	1	1	1	2	1	1
Ostracion_meretrix	1	1	1	2	1	1
Lactoria_fornasini	1	1	1	2	1	1
Lactoria_paschae	1	1	1	2	1	1
Acanthostracion_guineensis	1	1	1	2	1	1
Acanthostracion_polygonia	1	1	1	2	1	1
Ostracion_camurun	1	1	1	2	1	1
Ostracion_clippertonense	1	1	1	2	1	1
Ostracion_trachys	1	1	1	2	1	1
Ostracion_cyanurus	1	1	1	2	1	1
Aphanius_punctatus	1	?	1	?	1	0
Cyprinodon_ceciliae	1	?	1	?	1	0
Cyprinodon_fontinalis	1	?	1	?	1	0
Cubanichthys_pengelleyi	1	?	1	?	1	0
Cyprinodon_veronicae	1	?	1	?	1	0
Cyprinodon_salinus	1	?	1	?	1	0
Cyprinodon_esconditus	1	?	1	?	1	0
Cyprinodon_bifasciatus	1	?	1	?	1	0
Cyprinodon_atrorus	1	?	1	?	1	0
Cyprinodon_pisteri	1	?	1	?	1	0
Cyprinodon_albivelis	1	?	1	?	1	0
Cubanichthys_cubensis	1	?	1	?	1	0
Aphanius_almiriensis	1	?	1	?	1	0
Cyprinodon_macrolepis	1	?	1	?	1	0
Cyprinodon_macularius	1	?	1	?	1	0
Cyprinodon_radiosus	1	?	1	?	1	0
Cyprinodon_alvarezi	1	?	1	?	1	0
Cyprinodon_pachycephalus	1	?	1	?	1	0
Cyprinodon_eximius	1	?	1	?	1	0
Cyprinodon_julimes	1	?	1	?	1	0
Cyprinodon_latifasciatus	1	?	1	?	1	0
Lebias_fasciatus	1	?	1	?	1	0
Aphanius_baeticus	1	?	1	?	1	0
Aphanius_burdurensis	1	?	1	?	1	0
Aphanius_stiassnyae	1	?	1	?	1	0
Aphanius_persicus	1	?	1	?	1	0
Aphanius_splendens	1	?	1	?	1	0
Cyprinodon_elegans	1	?	1	?	1	0
Orestias_uruni	1	?	1	?	1	0
Aphanius_sureyanus	1	?	1	?	1	0
Jordanella_floridae	1	?	1	?	1	0
Garmanella_pulchra	1	?	1	?	1	0
Aphanius_asquamatus	1	?	1	?	1	0
Cyprinodon_hubbsi	1	?	1	?	1	0
Cyprinodon_inmemoriam	1	?	1	?	1	0
Cyprinodon_arcuatus	1	?	1	?	1	0
Cyprinodon_salvadori	1	?	1	?	1	0
Cyprinodon_longidorsalis	1	?	1	?	1	0
Cyprinodon_bobmilleri	1	?	1	?	1	0
Cyprinodon_suavium	1	?	1	?	1	0
Cyprinodon_riverendi	1	?	1	?	1	0
Cyprinodon_eremus	1	?	1	?	1	0
Cyprinodon_laciniatus	1	?	1	?	1	0
Cyprinodon_pecosensis	1	?	1	?	1	0
Cyprinodon_bovinus	1	?	1	?	1	0
Aphanius_mento	1	?	1	?	1	0
Aphanius_dispar	1	?	1	?	1	0
Aphanius_fasciatus	1	?	1	?	1	0
Aphanius_ginaonis	1	?	1	?	1	0
Aphanius_sirhani	1	?	1	?	1	0
Aphanius_villwocki	1	?	1	?	1	0
Aphanius_sophiae	1	?	1	?	1	0
Aphanius_iberus	1	?	1	?	1	0
Orestias_gymnotus	1	?	1	?	1	0
Orestias_hardini	1	?	1	?	1	0
Orestias_ctenolepis	1	?	1	?	1	0
Orestias_empyraeus	1	?	1	?	1	0
Orestias_tomcooni	1	?	1	?	1	0
Orestias_mulleri	1	?	1	?	1	0
Orestias_tutini	1	?	1	?	1	0
Orestias_tchernavini	1	?	1	?	1	0
Orestias_mundus	1	?	1	?	1	0
Orestias_polonorum	1	?	1	?	1	0
Orestias_multiporis	1	?	1	?	1	0
Lebias_anatoliae	1	?	1	?	1	0
Orestias_taquiri	1	?	1	?	1	0
Orestias_elegans	1	?	1	?	1	0
Orestias_cuvieri	1	?	1	?	1	0
Orestias_minutus	1	?	1	?	1	0
Orestias_olivaceus	1	?	1	?	1	0
Orestias_richersoni	1	?	1	?	1	0
Aphanius_mesopotamicus	1	?	1	?	1	0
Aphanius_vladykovi	1	?	1	?	1	0
Aphanius_anatoliae	1	?	1	?	1	0
Aphanius_danfordii	1	?	1	?	1	0
